genome_ID	azored_pa
MGYG-HGUT-01804	absent
MGYG-HGUT-01805	absent
MGYG-HGUT-01806	absent
MGYG-HGUT-01807	absent
MGYG-HGUT-01808	present
MGYG-HGUT-01809	present
MGYG-HGUT-01810	absent
MGYG-HGUT-01811	absent
MGYG-HGUT-01812	absent
MGYG-HGUT-01813	present
MGYG-HGUT-01814	present
MGYG-HGUT-01815	absent
MGYG-HGUT-01816	present
MGYG-HGUT-01817	absent
MGYG-HGUT-01818	absent
MGYG-HGUT-01819	present
MGYG-HGUT-01820	present
MGYG-HGUT-01821	absent
MGYG-HGUT-01822	present
MGYG-HGUT-01823	absent
MGYG-HGUT-01824	absent
MGYG-HGUT-01825	absent
MGYG-HGUT-01826	absent
MGYG-HGUT-01827	absent
MGYG-HGUT-01828	absent
MGYG-HGUT-01829	absent
MGYG-HGUT-01830	absent
MGYG-HGUT-01831	absent
MGYG-HGUT-01832	present
MGYG-HGUT-01833	present
MGYG-HGUT-01834	absent
MGYG-HGUT-01835	present
MGYG-HGUT-01836	absent
MGYG-HGUT-01837	absent
MGYG-HGUT-01838	present
MGYG-HGUT-01839	absent
MGYG-HGUT-01840	absent
MGYG-HGUT-01841	absent
MGYG-HGUT-01842	present
MGYG-HGUT-01843	absent
MGYG-HGUT-01844	absent
MGYG-HGUT-01845	absent
MGYG-HGUT-01846	present
MGYG-HGUT-01847	absent
MGYG-HGUT-01848	absent
MGYG-HGUT-01849	absent
MGYG-HGUT-01850	absent
MGYG-HGUT-01851	present
MGYG-HGUT-01852	absent
MGYG-HGUT-01853	absent
MGYG-HGUT-01854	absent
MGYG-HGUT-01855	absent
MGYG-HGUT-01856	absent
MGYG-HGUT-01857	absent
MGYG-HGUT-01858	absent
MGYG-HGUT-01859	absent
MGYG-HGUT-01860	absent
MGYG-HGUT-01861	absent
MGYG-HGUT-01862	present
MGYG-HGUT-01863	absent
MGYG-HGUT-01864	absent
MGYG-HGUT-01865	absent
MGYG-HGUT-01866	absent
MGYG-HGUT-01867	absent
MGYG-HGUT-01868	absent
MGYG-HGUT-01869	absent
MGYG-HGUT-01870	absent
MGYG-HGUT-01871	present
MGYG-HGUT-01872	absent
MGYG-HGUT-01873	present
MGYG-HGUT-01874	present
MGYG-HGUT-01875	absent
MGYG-HGUT-01876	absent
MGYG-HGUT-01877	absent
MGYG-HGUT-01878	absent
MGYG-HGUT-01879	absent
MGYG-HGUT-01880	absent
MGYG-HGUT-01881	absent
MGYG-HGUT-01882	absent
MGYG-HGUT-01883	absent
MGYG-HGUT-01884	absent
MGYG-HGUT-01885	absent
MGYG-HGUT-01886	present
MGYG-HGUT-01887	absent
MGYG-HGUT-01888	absent
MGYG-HGUT-01889	absent
MGYG-HGUT-01890	present
MGYG-HGUT-01891	absent
MGYG-HGUT-01892	absent
MGYG-HGUT-01893	present
MGYG-HGUT-01894	absent
MGYG-HGUT-01895	absent
MGYG-HGUT-01896	absent
MGYG-HGUT-01897	absent
MGYG-HGUT-01898	absent
MGYG-HGUT-01899	absent
MGYG-HGUT-01900	absent
MGYG-HGUT-01901	absent
MGYG-HGUT-01902	absent
MGYG-HGUT-01903	absent
MGYG-HGUT-01904	absent
MGYG-HGUT-01905	absent
MGYG-HGUT-01906	present
MGYG-HGUT-01907	absent
MGYG-HGUT-01908	absent
MGYG-HGUT-01909	absent
MGYG-HGUT-01910	absent
MGYG-HGUT-01911	present
MGYG-HGUT-01912	present
MGYG-HGUT-01913	present
MGYG-HGUT-01914	absent
MGYG-HGUT-01915	present
MGYG-HGUT-01916	absent
MGYG-HGUT-01917	absent
MGYG-HGUT-01918	present
MGYG-HGUT-01919	present
MGYG-HGUT-01920	absent
MGYG-HGUT-01921	absent
MGYG-HGUT-01922	absent
MGYG-HGUT-01923	present
MGYG-HGUT-01924	present
MGYG-HGUT-01925	present
MGYG-HGUT-01926	absent
MGYG-HGUT-01927	absent
MGYG-HGUT-01928	present
MGYG-HGUT-01929	absent
MGYG-HGUT-01930	absent
MGYG-HGUT-01931	absent
MGYG-HGUT-01932	present
MGYG-HGUT-01933	absent
MGYG-HGUT-01934	absent
MGYG-HGUT-01935	present
MGYG-HGUT-01936	absent
MGYG-HGUT-01937	absent
MGYG-HGUT-01938	absent
MGYG-HGUT-01939	absent
MGYG-HGUT-01940	present
MGYG-HGUT-01941	absent
MGYG-HGUT-01942	absent
MGYG-HGUT-01943	absent
MGYG-HGUT-01944	present
MGYG-HGUT-01945	absent
MGYG-HGUT-01946	absent
MGYG-HGUT-01947	absent
MGYG-HGUT-01948	present
MGYG-HGUT-01949	present
MGYG-HGUT-01950	absent
MGYG-HGUT-01951	absent
MGYG-HGUT-01952	present
MGYG-HGUT-01953	present
MGYG-HGUT-01954	absent
MGYG-HGUT-01955	absent
MGYG-HGUT-01956	absent
MGYG-HGUT-01957	absent
MGYG-HGUT-01958	present
MGYG-HGUT-01959	absent
MGYG-HGUT-01960	absent
MGYG-HGUT-01961	absent
MGYG-HGUT-01962	absent
MGYG-HGUT-01963	absent
MGYG-HGUT-01964	absent
MGYG-HGUT-01965	absent
MGYG-HGUT-01966	absent
MGYG-HGUT-01967	absent
MGYG-HGUT-01968	absent
MGYG-HGUT-01969	absent
MGYG-HGUT-01970	absent
MGYG-HGUT-01971	present
MGYG-HGUT-01972	present
MGYG-HGUT-01973	absent
MGYG-HGUT-01974	absent
MGYG-HGUT-01975	absent
MGYG-HGUT-01976	absent
MGYG-HGUT-01977	present
MGYG-HGUT-01978	absent
MGYG-HGUT-01979	present
MGYG-HGUT-01980	absent
MGYG-HGUT-01981	absent
MGYG-HGUT-01982	present
MGYG-HGUT-01983	present
MGYG-HGUT-01984	absent
MGYG-HGUT-01985	absent
MGYG-HGUT-01986	present
MGYG-HGUT-01987	absent
MGYG-HGUT-01988	absent
MGYG-HGUT-01989	absent
MGYG-HGUT-01990	absent
MGYG-HGUT-01991	absent
MGYG-HGUT-01992	present
MGYG-HGUT-01993	present
MGYG-HGUT-01994	absent
MGYG-HGUT-01995	present
MGYG-HGUT-01996	present
MGYG-HGUT-01997	present
MGYG-HGUT-01998	absent
MGYG-HGUT-01999	present
MGYG-HGUT-02000	absent
MGYG-HGUT-02001	absent
MGYG-HGUT-02002	absent
MGYG-HGUT-02003	present
MGYG-HGUT-02004	absent
MGYG-HGUT-02005	absent
MGYG-HGUT-02006	present
MGYG-HGUT-02007	present
MGYG-HGUT-02008	absent
MGYG-HGUT-02009	absent
MGYG-HGUT-02010	absent
MGYG-HGUT-02011	absent
MGYG-HGUT-02012	absent
MGYG-HGUT-02013	present
MGYG-HGUT-02014	absent
MGYG-HGUT-02015	absent
MGYG-HGUT-02016	present
MGYG-HGUT-02017	absent
MGYG-HGUT-02018	absent
MGYG-HGUT-02019	absent
MGYG-HGUT-02020	present
MGYG-HGUT-02021	absent
MGYG-HGUT-02022	present
MGYG-HGUT-02023	present
MGYG-HGUT-02024	absent
MGYG-HGUT-02025	present
MGYG-HGUT-02026	absent
MGYG-HGUT-02027	present
MGYG-HGUT-02028	present
MGYG-HGUT-02029	absent
MGYG-HGUT-02030	present
MGYG-HGUT-02031	absent
MGYG-HGUT-02032	present
MGYG-HGUT-02033	absent
MGYG-HGUT-02034	absent
MGYG-HGUT-02035	absent
MGYG-HGUT-02036	absent
MGYG-HGUT-02037	present
MGYG-HGUT-02038	absent
MGYG-HGUT-02039	absent
MGYG-HGUT-02040	absent
MGYG-HGUT-02041	present
MGYG-HGUT-02042	absent
MGYG-HGUT-02043	present
MGYG-HGUT-02044	present
MGYG-HGUT-02045	present
MGYG-HGUT-02046	absent
MGYG-HGUT-02047	absent
MGYG-HGUT-02048	present
MGYG-HGUT-02049	absent
MGYG-HGUT-02050	present
MGYG-HGUT-02051	present
MGYG-HGUT-02052	absent
MGYG-HGUT-02053	absent
MGYG-HGUT-02054	present
MGYG-HGUT-02055	present
MGYG-HGUT-02056	absent
MGYG-HGUT-02057	absent
MGYG-HGUT-02058	present
MGYG-HGUT-02059	absent
MGYG-HGUT-02060	present
MGYG-HGUT-02061	absent
MGYG-HGUT-02062	present
MGYG-HGUT-02063	absent
MGYG-HGUT-02064	absent
MGYG-HGUT-02065	present
MGYG-HGUT-02066	present
MGYG-HGUT-02067	present
MGYG-HGUT-02068	absent
MGYG-HGUT-02069	present
MGYG-HGUT-02070	absent
MGYG-HGUT-02071	present
MGYG-HGUT-02072	absent
MGYG-HGUT-02073	absent
MGYG-HGUT-02074	present
MGYG-HGUT-02075	absent
MGYG-HGUT-02076	present
MGYG-HGUT-02077	absent
MGYG-HGUT-02078	absent
MGYG-HGUT-02079	absent
MGYG-HGUT-02080	present
MGYG-HGUT-02081	present
MGYG-HGUT-02082	absent
MGYG-HGUT-02083	present
MGYG-HGUT-02084	absent
MGYG-HGUT-02085	present
MGYG-HGUT-02086	absent
MGYG-HGUT-02087	present
MGYG-HGUT-02088	absent
MGYG-HGUT-02089	absent
MGYG-HGUT-02090	absent
MGYG-HGUT-02091	absent
MGYG-HGUT-02092	absent
MGYG-HGUT-02093	absent
MGYG-HGUT-02094	present
MGYG-HGUT-02095	absent
MGYG-HGUT-02096	absent
MGYG-HGUT-02097	absent
MGYG-HGUT-02098	absent
MGYG-HGUT-02099	absent
MGYG-HGUT-02100	absent
MGYG-HGUT-02101	present
MGYG-HGUT-02102	absent
MGYG-HGUT-02103	absent
MGYG-HGUT-02104	absent
MGYG-HGUT-02105	absent
MGYG-HGUT-02106	absent
MGYG-HGUT-02107	present
MGYG-HGUT-02108	absent
MGYG-HGUT-02109	absent
MGYG-HGUT-02110	present
MGYG-HGUT-02111	present
MGYG-HGUT-02112	absent
MGYG-HGUT-02113	absent
MGYG-HGUT-02114	present
MGYG-HGUT-02115	absent
MGYG-HGUT-02116	absent
MGYG-HGUT-02117	present
MGYG-HGUT-02118	present
MGYG-HGUT-02119	present
MGYG-HGUT-02120	absent
MGYG-HGUT-02121	absent
MGYG-HGUT-02122	absent
MGYG-HGUT-02123	present
MGYG-HGUT-02124	present
MGYG-HGUT-02125	absent
MGYG-HGUT-02126	absent
MGYG-HGUT-02127	absent
MGYG-HGUT-02128	absent
MGYG-HGUT-02129	absent
MGYG-HGUT-02130	present
MGYG-HGUT-02131	present
MGYG-HGUT-02132	absent
MGYG-HGUT-02133	absent
MGYG-HGUT-02134	present
MGYG-HGUT-02135	present
MGYG-HGUT-02136	present
MGYG-HGUT-02137	absent
MGYG-HGUT-02138	present
MGYG-HGUT-02139	absent
MGYG-HGUT-02140	present
MGYG-HGUT-02141	present
MGYG-HGUT-02142	present
MGYG-HGUT-02143	absent
MGYG-HGUT-02144	absent
MGYG-HGUT-02145	absent
MGYG-HGUT-02146	present
MGYG-HGUT-02147	present
MGYG-HGUT-02148	absent
MGYG-HGUT-02149	absent
MGYG-HGUT-02150	absent
MGYG-HGUT-02151	present
MGYG-HGUT-02152	present
MGYG-HGUT-02153	present
MGYG-HGUT-02154	present
MGYG-HGUT-02155	absent
MGYG-HGUT-02156	absent
MGYG-HGUT-02157	absent
MGYG-HGUT-02158	present
MGYG-HGUT-02159	present
MGYG-HGUT-02160	absent
MGYG-HGUT-02161	present
MGYG-HGUT-02162	absent
MGYG-HGUT-02163	absent
MGYG-HGUT-02164	absent
MGYG-HGUT-02165	absent
MGYG-HGUT-02166	absent
MGYG-HGUT-02167	absent
MGYG-HGUT-02168	present
MGYG-HGUT-02169	absent
MGYG-HGUT-02170	absent
MGYG-HGUT-02171	absent
MGYG-HGUT-02172	absent
MGYG-HGUT-02173	absent
MGYG-HGUT-02174	absent
MGYG-HGUT-02175	absent
MGYG-HGUT-02176	absent
MGYG-HGUT-02177	absent
MGYG-HGUT-02178	present
MGYG-HGUT-02179	absent
MGYG-HGUT-02180	absent
MGYG-HGUT-02181	absent
MGYG-HGUT-02182	absent
MGYG-HGUT-02183	present
MGYG-HGUT-02184	present
MGYG-HGUT-02185	absent
MGYG-HGUT-02186	absent
MGYG-HGUT-02187	present
MGYG-HGUT-02188	absent
MGYG-HGUT-02189	absent
MGYG-HGUT-02190	absent
MGYG-HGUT-02191	absent
MGYG-HGUT-02192	present
MGYG-HGUT-02193	present
MGYG-HGUT-02194	present
MGYG-HGUT-02195	present
MGYG-HGUT-02196	present
MGYG-HGUT-02197	absent
MGYG-HGUT-02198	present
MGYG-HGUT-02199	present
MGYG-HGUT-02200	absent
MGYG-HGUT-02201	absent
MGYG-HGUT-02202	present
MGYG-HGUT-02203	absent
MGYG-HGUT-02204	present
MGYG-HGUT-02205	absent
MGYG-HGUT-02206	absent
MGYG-HGUT-02207	absent
MGYG-HGUT-02208	absent
MGYG-HGUT-02209	absent
MGYG-HGUT-02210	absent
MGYG-HGUT-02211	absent
MGYG-HGUT-02212	absent
MGYG-HGUT-02213	present
MGYG-HGUT-02214	absent
MGYG-HGUT-02215	absent
MGYG-HGUT-02216	absent
MGYG-HGUT-02217	present
MGYG-HGUT-02218	absent
MGYG-HGUT-02219	absent
MGYG-HGUT-02220	absent
MGYG-HGUT-02221	absent
MGYG-HGUT-02222	absent
MGYG-HGUT-02223	absent
MGYG-HGUT-02224	absent
MGYG-HGUT-02225	absent
MGYG-HGUT-02226	absent
MGYG-HGUT-02227	absent
MGYG-HGUT-02228	absent
MGYG-HGUT-02229	present
MGYG-HGUT-02230	absent
MGYG-HGUT-02231	present
MGYG-HGUT-02232	present
MGYG-HGUT-02233	present
MGYG-HGUT-02234	present
MGYG-HGUT-02235	absent
MGYG-HGUT-02236	absent
MGYG-HGUT-02237	absent
MGYG-HGUT-02238	absent
MGYG-HGUT-02239	absent
MGYG-HGUT-02240	absent
MGYG-HGUT-02241	absent
MGYG-HGUT-02242	absent
MGYG-HGUT-02243	present
MGYG-HGUT-02244	absent
MGYG-HGUT-02245	absent
MGYG-HGUT-02246	absent
MGYG-HGUT-02247	absent
MGYG-HGUT-02248	absent
MGYG-HGUT-02249	absent
MGYG-HGUT-02250	absent
MGYG-HGUT-02251	absent
MGYG-HGUT-02252	absent
MGYG-HGUT-02253	absent
MGYG-HGUT-02254	absent
MGYG-HGUT-02255	absent
MGYG-HGUT-02256	absent
MGYG-HGUT-02257	present
MGYG-HGUT-02258	present
MGYG-HGUT-02259	absent
MGYG-HGUT-02260	absent
MGYG-HGUT-02261	absent
MGYG-HGUT-02262	absent
MGYG-HGUT-02263	absent
MGYG-HGUT-02264	absent
MGYG-HGUT-02265	absent
MGYG-HGUT-02266	absent
MGYG-HGUT-02267	present
MGYG-HGUT-02268	present
MGYG-HGUT-02269	present
MGYG-HGUT-02270	present
MGYG-HGUT-02271	present
MGYG-HGUT-02272	absent
MGYG-HGUT-02273	present
MGYG-HGUT-02274	absent
MGYG-HGUT-02275	absent
MGYG-HGUT-02276	absent
MGYG-HGUT-02277	absent
MGYG-HGUT-02278	present
MGYG-HGUT-02279	absent
MGYG-HGUT-02280	absent
MGYG-HGUT-02281	present
MGYG-HGUT-02282	present
MGYG-HGUT-02283	present
MGYG-HGUT-02284	present
MGYG-HGUT-02285	absent
MGYG-HGUT-02286	present
MGYG-HGUT-02287	absent
MGYG-HGUT-02288	present
MGYG-HGUT-02289	absent
MGYG-HGUT-02290	absent
MGYG-HGUT-02291	absent
MGYG-HGUT-02292	absent
MGYG-HGUT-02293	absent
MGYG-HGUT-02294	present
MGYG-HGUT-02295	absent
MGYG-HGUT-02296	present
MGYG-HGUT-02297	absent
MGYG-HGUT-02298	absent
MGYG-HGUT-02299	present
MGYG-HGUT-02300	present
MGYG-HGUT-02301	present
MGYG-HGUT-02302	present
MGYG-HGUT-02303	absent
MGYG-HGUT-02304	absent
MGYG-HGUT-02305	present
MGYG-HGUT-02306	present
MGYG-HGUT-02307	present
MGYG-HGUT-02308	present
MGYG-HGUT-02309	present
MGYG-HGUT-02310	present
MGYG-HGUT-02311	present
MGYG-HGUT-02312	present
MGYG-HGUT-02313	present
MGYG-HGUT-02314	present
MGYG-HGUT-02315	absent
MGYG-HGUT-02316	absent
MGYG-HGUT-02317	absent
MGYG-HGUT-02318	absent
MGYG-HGUT-02319	present
MGYG-HGUT-02320	present
MGYG-HGUT-02321	absent
MGYG-HGUT-02322	present
MGYG-HGUT-02323	present
MGYG-HGUT-02324	present
MGYG-HGUT-02325	present
MGYG-HGUT-02326	present
MGYG-HGUT-02327	present
MGYG-HGUT-02328	absent
MGYG-HGUT-02329	present
MGYG-HGUT-02330	absent
MGYG-HGUT-02331	present
MGYG-HGUT-02332	present
MGYG-HGUT-02333	present
MGYG-HGUT-02334	present
MGYG-HGUT-02335	present
MGYG-HGUT-02336	absent
MGYG-HGUT-02337	present
MGYG-HGUT-02338	present
MGYG-HGUT-02339	present
MGYG-HGUT-02340	present
MGYG-HGUT-02341	present
MGYG-HGUT-02342	present
MGYG-HGUT-02343	present
MGYG-HGUT-02344	present
MGYG-HGUT-02345	present
MGYG-HGUT-02346	present
MGYG-HGUT-02347	present
MGYG-HGUT-02348	present
MGYG-HGUT-02349	present
MGYG-HGUT-02350	present
MGYG-HGUT-02351	present
MGYG-HGUT-02352	present
MGYG-HGUT-02353	present
MGYG-HGUT-02354	present
MGYG-HGUT-02355	present
MGYG-HGUT-02356	present
MGYG-HGUT-02357	present
MGYG-HGUT-02358	absent
MGYG-HGUT-02359	present
MGYG-HGUT-02360	present
MGYG-HGUT-02361	present
MGYG-HGUT-02362	absent
MGYG-HGUT-02363	present
MGYG-HGUT-02364	present
MGYG-HGUT-02365	present
MGYG-HGUT-02366	present
MGYG-HGUT-02367	present
MGYG-HGUT-02368	present
MGYG-HGUT-02369	present
MGYG-HGUT-02370	present
MGYG-HGUT-02371	absent
MGYG-HGUT-02372	present
MGYG-HGUT-02373	present
MGYG-HGUT-02374	absent
MGYG-HGUT-02375	absent
MGYG-HGUT-02376	absent
MGYG-HGUT-02377	absent
MGYG-HGUT-02378	present
MGYG-HGUT-02379	present
MGYG-HGUT-02380	present
MGYG-HGUT-02381	present
MGYG-HGUT-02382	present
MGYG-HGUT-02383	present
MGYG-HGUT-02384	present
MGYG-HGUT-02385	present
MGYG-HGUT-02386	present
MGYG-HGUT-02387	present
MGYG-HGUT-02388	present
MGYG-HGUT-02389	present
MGYG-HGUT-02390	present
MGYG-HGUT-02391	present
MGYG-HGUT-02392	present
MGYG-HGUT-02393	absent
MGYG-HGUT-02394	absent
MGYG-HGUT-02395	absent
MGYG-HGUT-02396	absent
MGYG-HGUT-02397	absent
MGYG-HGUT-02398	present
MGYG-HGUT-02399	present
MGYG-HGUT-02400	present
MGYG-HGUT-02401	present
MGYG-HGUT-02402	absent
MGYG-HGUT-02403	absent
MGYG-HGUT-02404	present
MGYG-HGUT-02405	absent
MGYG-HGUT-02406	present
MGYG-HGUT-02407	present
MGYG-HGUT-02408	present
MGYG-HGUT-02409	present
MGYG-HGUT-02410	present
MGYG-HGUT-02411	present
MGYG-HGUT-02412	absent
MGYG-HGUT-02413	absent
MGYG-HGUT-02414	present
MGYG-HGUT-02415	present
MGYG-HGUT-02416	present
MGYG-HGUT-02417	present
MGYG-HGUT-02418	present
MGYG-HGUT-02419	absent
MGYG-HGUT-02420	present
MGYG-HGUT-02421	present
MGYG-HGUT-02422	present
MGYG-HGUT-02423	present
MGYG-HGUT-02424	present
MGYG-HGUT-02425	present
MGYG-HGUT-02426	present
MGYG-HGUT-02427	absent
MGYG-HGUT-02428	present
MGYG-HGUT-02429	present
MGYG-HGUT-02430	present
MGYG-HGUT-02431	present
MGYG-HGUT-02432	present
MGYG-HGUT-02433	present
MGYG-HGUT-02434	present
MGYG-HGUT-02435	present
MGYG-HGUT-02436	present
MGYG-HGUT-02437	present
MGYG-HGUT-02438	absent
MGYG-HGUT-02439	present
MGYG-HGUT-02440	present
MGYG-HGUT-02441	present
MGYG-HGUT-02442	present
MGYG-HGUT-02443	present
MGYG-HGUT-02444	present
MGYG-HGUT-02445	present
MGYG-HGUT-02446	absent
MGYG-HGUT-02447	present
MGYG-HGUT-02448	present
MGYG-HGUT-02449	present
MGYG-HGUT-02450	absent
MGYG-HGUT-02451	present
MGYG-HGUT-02452	absent
MGYG-HGUT-02453	absent
MGYG-HGUT-02454	absent
MGYG-HGUT-02455	present
MGYG-HGUT-02456	absent
MGYG-HGUT-02457	present
MGYG-HGUT-02458	present
MGYG-HGUT-02459	present
MGYG-HGUT-02460	present
MGYG-HGUT-02461	present
MGYG-HGUT-02462	present
MGYG-HGUT-02463	present
MGYG-HGUT-02464	absent
MGYG-HGUT-02465	present
MGYG-HGUT-02466	present
MGYG-HGUT-02467	present
MGYG-HGUT-02468	present
MGYG-HGUT-02469	absent
MGYG-HGUT-02470	present
MGYG-HGUT-02471	present
MGYG-HGUT-02472	present
MGYG-HGUT-02473	absent
MGYG-HGUT-02474	present
MGYG-HGUT-02475	absent
MGYG-HGUT-02476	present
MGYG-HGUT-02477	present
MGYG-HGUT-02478	absent
MGYG-HGUT-02479	absent
MGYG-HGUT-02480	absent
MGYG-HGUT-02481	present
MGYG-HGUT-02482	absent
MGYG-HGUT-02483	absent
MGYG-HGUT-02484	present
MGYG-HGUT-02485	absent
MGYG-HGUT-02486	absent
MGYG-HGUT-02487	present
MGYG-HGUT-02488	present
MGYG-HGUT-02489	present
MGYG-HGUT-02490	present
MGYG-HGUT-02491	present
MGYG-HGUT-02492	present
MGYG-HGUT-02493	present
MGYG-HGUT-02494	present
MGYG-HGUT-02495	present
MGYG-HGUT-02496	present
MGYG-HGUT-02497	present
MGYG-HGUT-02498	present
MGYG-HGUT-02499	present
MGYG-HGUT-02500	present
MGYG-HGUT-02501	present
MGYG-HGUT-02502	present
MGYG-HGUT-02503	present
MGYG-HGUT-02504	present
MGYG-HGUT-02505	present
MGYG-HGUT-02506	present
MGYG-HGUT-02507	present
MGYG-HGUT-02508	present
MGYG-HGUT-02509	absent
MGYG-HGUT-02510	present
MGYG-HGUT-02511	present
MGYG-HGUT-02512	present
MGYG-HGUT-02513	present
MGYG-HGUT-02514	present
MGYG-HGUT-02515	present
MGYG-HGUT-02516	present
MGYG-HGUT-02517	absent
MGYG-HGUT-02518	present
MGYG-HGUT-02519	present
MGYG-HGUT-02520	present
MGYG-HGUT-02521	present
MGYG-HGUT-02522	absent
MGYG-HGUT-02523	present
MGYG-HGUT-02524	present
MGYG-HGUT-02525	present
MGYG-HGUT-02526	present
MGYG-HGUT-02527	present
MGYG-HGUT-02528	absent
MGYG-HGUT-02529	present
MGYG-HGUT-02530	absent
MGYG-HGUT-02531	absent
MGYG-HGUT-02532	present
MGYG-HGUT-02533	present
MGYG-HGUT-02534	present
MGYG-HGUT-02535	present
MGYG-HGUT-02536	present
MGYG-HGUT-02537	present
MGYG-HGUT-02538	present
MGYG-HGUT-02539	present
MGYG-HGUT-02540	present
MGYG-HGUT-02541	present
MGYG-HGUT-02542	present
MGYG-HGUT-02543	absent
MGYG-HGUT-02544	present
MGYG-HGUT-02545	absent
MGYG-HGUT-02546	present
MGYG-HGUT-02547	absent
MGYG-HGUT-02548	present
MGYG-HGUT-02549	present
MGYG-HGUT-02550	present
MGYG-HGUT-02551	present
MGYG-HGUT-02552	present
MGYG-HGUT-02553	absent
MGYG-HGUT-02554	present
MGYG-HGUT-02555	present
MGYG-HGUT-02556	absent
MGYG-HGUT-02557	present
MGYG-HGUT-02558	present
MGYG-HGUT-02559	present
MGYG-HGUT-02560	absent
MGYG-HGUT-02561	present
MGYG-HGUT-02562	present
MGYG-HGUT-02563	present
MGYG-HGUT-02564	present
MGYG-HGUT-02565	absent
MGYG-HGUT-02566	present
MGYG-HGUT-02567	absent
MGYG-HGUT-02568	absent
MGYG-HGUT-02569	absent
MGYG-HGUT-02570	absent
MGYG-HGUT-02571	absent
MGYG-HGUT-02572	absent
MGYG-HGUT-02573	absent
MGYG-HGUT-02574	absent
MGYG-HGUT-02575	absent
MGYG-HGUT-02576	present
MGYG-HGUT-02577	present
MGYG-HGUT-02578	present
MGYG-HGUT-02579	present
MGYG-HGUT-02580	present
MGYG-HGUT-02581	absent
MGYG-HGUT-02582	present
MGYG-HGUT-02583	absent
MGYG-HGUT-02584	present
MGYG-HGUT-02585	present
MGYG-HGUT-02586	present
MGYG-HGUT-02587	absent
MGYG-HGUT-02588	present
MGYG-HGUT-02589	present
MGYG-HGUT-02590	absent
MGYG-HGUT-02591	absent
MGYG-HGUT-02592	absent
MGYG-HGUT-02593	present
MGYG-HGUT-02594	present
MGYG-HGUT-02595	absent
MGYG-HGUT-02596	absent
MGYG-HGUT-02597	present
MGYG-HGUT-02598	present
MGYG-HGUT-02599	present
MGYG-HGUT-02600	absent
MGYG-HGUT-02601	absent
MGYG-HGUT-02602	present
MGYG-HGUT-02603	absent
MGYG-HGUT-02604	absent
MGYG-HGUT-02605	absent
MGYG-HGUT-02606	absent
MGYG-HGUT-02607	absent
MGYG-HGUT-02608	absent
MGYG-HGUT-02609	present
MGYG-HGUT-02610	absent
MGYG-HGUT-02611	absent
MGYG-HGUT-02612	absent
MGYG-HGUT-02613	absent
MGYG-HGUT-02614	absent
MGYG-HGUT-02615	absent
MGYG-HGUT-02616	present
MGYG-HGUT-02617	present
MGYG-HGUT-02618	present
MGYG-HGUT-02619	absent
MGYG-HGUT-02620	present
MGYG-HGUT-02621	absent
MGYG-HGUT-02622	present
MGYG-HGUT-02623	present
MGYG-HGUT-02624	present
MGYG-HGUT-02625	absent
MGYG-HGUT-02626	present
MGYG-HGUT-02627	absent
MGYG-HGUT-02628	present
MGYG-HGUT-02629	present
MGYG-HGUT-02630	absent
MGYG-HGUT-02631	present
MGYG-HGUT-02632	present
MGYG-HGUT-02633	absent
MGYG-HGUT-02634	present
MGYG-HGUT-02635	absent
MGYG-HGUT-02636	absent
MGYG-HGUT-02637	absent
MGYG-HGUT-02638	absent
MGYG-HGUT-02639	present
MGYG-HGUT-02640	absent
MGYG-HGUT-02641	absent
MGYG-HGUT-02642	present
MGYG-HGUT-02643	present
MGYG-HGUT-02644	absent
MGYG-HGUT-02645	present
MGYG-HGUT-02646	absent
MGYG-HGUT-02647	absent
MGYG-HGUT-02648	absent
MGYG-HGUT-02649	absent
MGYG-HGUT-02650	absent
MGYG-HGUT-02651	absent
MGYG-HGUT-02652	absent
MGYG-HGUT-02653	absent
MGYG-HGUT-02654	absent
MGYG-HGUT-02655	absent
MGYG-HGUT-02656	absent
MGYG-HGUT-02657	absent
MGYG-HGUT-02658	absent
MGYG-HGUT-02659	absent
MGYG-HGUT-02660	absent
MGYG-HGUT-02661	absent
MGYG-HGUT-02662	absent
MGYG-HGUT-02663	present
MGYG-HGUT-02664	absent
MGYG-HGUT-02665	absent
MGYG-HGUT-02666	absent
MGYG-HGUT-02667	absent
MGYG-HGUT-02668	absent
MGYG-HGUT-02669	present
MGYG-HGUT-02670	absent
MGYG-HGUT-02671	absent
MGYG-HGUT-02672	present
MGYG-HGUT-02673	present
MGYG-HGUT-02674	absent
MGYG-HGUT-02675	absent
MGYG-HGUT-02676	present
MGYG-HGUT-02677	absent
MGYG-HGUT-02678	absent
MGYG-HGUT-02679	absent
MGYG-HGUT-02680	present
MGYG-HGUT-02681	present
MGYG-HGUT-02682	present
MGYG-HGUT-02683	present
MGYG-HGUT-02684	present
MGYG-HGUT-02685	absent
MGYG-HGUT-02686	present
MGYG-HGUT-02687	absent
MGYG-HGUT-02688	absent
MGYG-HGUT-02689	absent
MGYG-HGUT-02690	present
MGYG-HGUT-02691	present
MGYG-HGUT-02692	present
MGYG-HGUT-02693	present
MGYG-HGUT-02694	absent
MGYG-HGUT-02695	absent
MGYG-HGUT-02696	present
MGYG-HGUT-02697	absent
MGYG-HGUT-02698	absent
MGYG-HGUT-02699	absent
MGYG-HGUT-02700	absent
MGYG-HGUT-02701	absent
MGYG-HGUT-02702	absent
MGYG-HGUT-02703	present
